"","imdb_score","director_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","gross","budget"
"4436",6.7,7,89263,3,52166,2e+06
"4438",5.1,0,5158,1,1163508,2500000
"4447",7,188,16385,2,80033643,6e+07
"4450",7.7,0,229,1,184925485,2e+06
"4463",7.2,12000,14420,1,695229,1300000
"4464",7.4,5,83,2,638951,1592000
"4465",6.5,7,3475,2,609042,1300000
"4467",6.1,17,16537,1,32940507,6e+07
"4471",6.2,4,6227,1,19539,1e+06
"4476",6.1,49,707,0,19100000,1250000
"4479",5.7,8,2459,1,2833383,427000
"4485",7.2,0,1431,2,24741700,1200000
"4486",7.7,0,5161,0,55153403,1200000
"4487",7.1,422,2893,0,18488314,1200000
"4490",5.5,301,22194,0,79363785,8e+07
"4492",7.7,50,4288,0,9180275,1200000
"4495",6.6,91,4289,1,2199853,1200000
"4496",6,29,2681,2,2859955,1200000
"4497",8.4,16000,28994,0,2812029,1200000
"4501",6,14,1805,0,594904,1200000
"4502",6.1,0,318,0,58936,1200000
"4504",6.2,0,54484,10,7826,1200000
"4506",7.2,0,5,3,3830,1200000
"4512",6.2,38,1218,0,2850263,2600000
"4516",6.8,6,19957,3,16101109,3e+06
"4519",5.9,155,1329,0,1400000,1100000
"4531",8.1,80,16094,0,117235247,960000
"4533",6.8,0,4878,0,21378000,1e+06
"4535",5.7,6,1565,0,31537320,1e+06
"4537",6.6,287,4438,0,17986000,1e+06
"4539",5,18,2665,0,18112929,1e+06
"4541",3.4,18,1810,11,20773070,5e+06
"4542",5.9,65,3155,0,10042266,1e+06
"4544",7.4,310,35941,0,9701559,3500000
"4545",7.4,2,3192,2,9013113,1e+06
"4546",4.2,19,988,0,53245055,1e+06
"4547",6.2,199,731,8,9000000,9e+05
"4552",5.4,0,2082,0,7186670,6e+06
"4554",7.2,20,1899,3,5997134,1e+06
"4557",6.7,122,23461,1,3386698,1e+06
"4558",7.5,655,28817,0,143492840,7500000
"4562",7.2,33,994,1,2508841,1e+06
"4563",7.4,9,198,0,4946250,1e+06
"4564",5.6,56,21124,3,1950218,1e+06
"4567",7.7,2,1447,0,1677838,1e+06
"4568",7,112,3085,1,1744858,1e+06
"4570",6.4,11,5497,4,80021740,5.8e+07
"4571",7.2,12,295,0,982214,1e+06
"4572",7.2,13,1107,0,798341,1e+06
"4575",6.2,406,904,0,582024,1e+06
"4576",6.9,234,12385,0,548712,2500000
"4577",7,4,1692,0,464655,1e+06
"4578",6.7,22,1641,0,464126,1e+06
"4579",3.6,0,2289,1,428535,1e+06
"4582",7.4,21,4720,2,104077,1e+06
"4584",6.1,2,2489,2,279282,1e+06
"4585",6.7,0,2369,1,43982842,6.5e+07
"4587",7.7,141,313,0,274661,1e+06
"4593",5.6,74,263584,3,96734,1e+06
"4595",6.4,243,3833,0,100659,9e+05
"4596",6.8,11,1452,1,48430,5e+05
"4597",6.1,29,1141,0,21210,1e+06
"4600",6,82,3905,0,12996,1e+06
"4602",6.1,0,509,0,10018,1e+06
"4603",5.5,4,928,1,62480,1e+06
"4604",6.9,0,2694,0,6387,1e+06
"4608",5.4,436,920,3,703,1500000
"4639",8.2,603,11094,2,9600000,910000
"4640",5.7,28,2924,8,20186,930000
"4643",7.1,171,117,0,1007962,950000
"4644",6.4,91,3299,0,381186,9e+05
"4646",7.5,0,687,0,16097842,9e+05
"4647",6.4,6,4184,2,6643,9e+05
"4649",7.3,0,897,1,442638,850000
"4650",6.5,29,15800,1,42919096,1.5e+07
"4651",7.2,6,26017,2,819939,850000
"4654",6,15,3770,0,1243961,850000
"4656",5.6,14,1185,1,15278,825000
"4662",7.5,377,1502,1,4771000,8e+05
"4663",7.2,9,423,1,1001437,8e+05
"4671",5.1,247,954,4,35688,6e+05
"4673",6.8,38,587,0,1310270,780000
"4675",7.5,0,14954,1,115000000,777000
"4677",6.9,8,3071,0,5518918,750000
"4678",7,365,2714,0,4007792,750000
"4681",5.5,243,1252,0,77501,750000
"4682",4.8,687,12183,1,42638165,1.6e+07
"4684",6.6,168,243,0,47329,750000
"4689",8.3,23,15,0,7830611,7e+05
"4692",7.2,52,209,1,1141829,7e+05
"4697",7.2,31,33734,2,2694973,7e+05
"4698",6.5,0,1763,4,10508,7e+05
"4699",6.5,21,714,2,2301777,650000
"4707",7.8,10,824,2,3000000,609000
"4708",6.4,19,399,0,140530114,60000
"4709",8.1,14,778,0,13300000,6e+05
"4711",5.6,16,1281,1,171988,6e+05
"4712",5.6,0,85,4,23616,6e+05
"4713",6.6,4,2288,0,13493,6e+05
"4721",7.2,6,0,0,2245,560000
"4724",6.5,589,1164,0,33451479,5e+05
"4726",6.1,24,1090,0,39552600,5e+05
"4727",5.7,9,67,1,30500882,5e+05
"4729",5.9,8,516,0,17000000,5e+05
"4731",7.7,310,24419,0,5739376,5e+05
"4732",7.1,3,2563,1,3773863,1e+06
"4734",7.6,6,194,3,2047570,5e+05
"4735",6.4,0,161,0,1250798,5e+05
"4737",6.8,0,660,1,906666,5e+05
"4738",6.5,7,407,0,1114943,5e+05
"4739",6,0,155,0,1111615,5e+05
"4740",7.3,35,3166,0,985341,5e+05
"4741",7.3,9,2655,0,603943,5e+05
"4742",6.5,204,2322,3,334041,5e+05
"4743",6,71,24382,1,295468,5e+05
"4744",5.3,21,2555,3,243347,5e+05
"4745",6.6,12000,1440,0,154077,5e+05
"4747",7.1,0,483,0,151389,5e+05
"4749",8.4,6,44,1,133778,5e+05
"4751",6.2,681,734,0,52850,5e+05
"4753",6.7,12,17883,0,177343675,1.35e+08
"4754",5.7,6,2310,3,31937,5e+05
"4755",6.1,12,35294,2,13134,5e+05
"4758",6.5,0,1047,2,12055,5e+05
"4759",4.6,38,2251,6,1332,5e+05
"4770",3.3,33,1531,1,37188667,1.2e+07
"4777",6.8,0,0,1,21199,5e+05
"4779",6.4,0,73441,4,234903076,2.15e+08
"4781",5.9,10,380,4,2712293,450000
"4785",6.2,365,1411,0,23000,5e+05
"4787",7.7,24,995,2,2300000,439000
"4789",7.5,89,173,1,2938208,225000
"4792",6.9,100,3950,0,44540956,4e+05
"4793",7.1,57,1528,0,258113,1066167
"4794",6.3,110,330,0,107917283,15000
"4797",7.1,25,771,1,1689999,4e+05
"4798",4.7,14,387,2,11798,1e+05
"4800",7.2,20,78,3,592014,218
"4801",5.1,4,168,0,425899,4e+05
"4805",6.1,12,1026,2,80276912,3.5e+07
"4812",7,3,2864,1,617172,375000
"4813",6.3,4,109,8,2808000,379000
"4817",7.8,30,15,1,1523883,1750211
"4818",4.7,44,872,0,4000000,350000
"4822",7.9,0,4400,0,47000000,3e+05
"4828",6.7,149,1986,1,1281176,312000
"4829",6.6,10,13433,0,16115878,8e+06
"4831",7.1,54,3010,3,2360184,3e+05
"4833",6.7,129,132,2,255352,3e+05
"4834",7.1,129,460,1,856942,2e+05
"4839",8.1,0,835,1,12438,160000
"4840",5.5,37,751,0,40542,3e+05
"4841",6.6,3,185,0,5199,2e+05
"4843",7.4,278,5405,0,24343673,4.5e+07
"4846",4.8,0,2048,3,2468,3e+05
"4852",6.4,25,1734,0,318622,270000
"4853",7.3,0,15765,5,12006514,250000
"4854",6.9,132,1330,3,4186931,250000
"4856",7.2,681,139,1,3799339,250000
"4857",6.5,4,656,0,1977544,250000
"4858",6.6,44,1378,0,1050600,250000
"4859",6.7,0,454,2,902835,250000
"4863",7,45,7,0,203134,250000
"4864",5.5,7,1008,1,191309,150000
"4865",6.7,52,34983,1,3388210,250000
"4869",3.9,261,2862,0,49494,250000
"4874",6.3,0,154,0,18195,250000
"4891",7.5,15,2,0,111300,225000
"4892",7,0,964,1,1027119,225000
"4894",6.7,7,205,0,5000000,210000
"4897",7.4,218,4230,0,4505922,2e+05
"4900",7.2,0,66,0,381225,2e+05
"4901",6.4,0,77046,7,2428241,2e+05
"4902",6.5,151,3021,2,78030,2e+05
"4904",6.9,18,314,0,174682,2e+05
"4905",7.5,0,279,3,215185,2e+05
"4906",7.1,0,18469,0,32154410,3e+07
"4916",7.7,15,2,0,1111,2e+05
"4924",6.5,0,708,0,7137502,175000
"4927",7,135,1303,1,1316074,1e+05
"4929",5.5,101,1631,1,15180000,5e+05
"4931",6.3,56,1144,2,2882062,150000
"4933",7.3,14,168,0,110720,1200000
"4934",7.4,0,62,0,155984,160000
"4937",7.5,365,1094,0,30859000,83532
"4939",7,0,0,0,4914,150000
"4941",7.1,0,0,0,5858,150000
"4942",7.5,909,1048,0,6706368,160000
"4948",6.7,100,973,2,1573712,125000
"4956",6.7,589,916,0,10174663,1e+05
"4957",4.2,3,276,0,22757819,1e+05
"4959",4.8,0,4,1,3000000,1e+05
"4960",7,467,1431,1,5228617,1e+05
"4963",7,56,284,1,110536,40000
"4965",6.8,3,4729,3,59379,2e+05
"4972",6.6,29,3861,0,32721635,1.5e+07
"4974",7.5,0,2065,0,3216970,60000
"4976",5.3,0,1362,0,536767,60000
"4978",7.3,293,0,2,11529368,65000
"4979",5.6,32,2046,0,40557,60000
"4980",5.6,217,11642,3,30084,70000
"4985",6.6,0,388,0,10246600,25000
"4988",6.3,969,2530,0,389804,65000
"4998",7.5,234,642,0,241816,42000
"4999",7.6,4,20814,5,277233,40000
"5005",4.1,6,72,0,243768,30000
"5009",7.8,0,2103,4,3151130,230000
"5010",6.7,0,0,1,8231,27000
"5013",5.7,453,1458,3,10499968,3.5e+07
"5016",7.1,0,5,0,1227508,23000
"5022",6.6,157,1064,0,192467,15000
"5024",6.2,38,1546,2,76382,15000
"5026",6.1,0,760,2,180483,10000
"5034",7,291,368,0,424760,7000
"5036",6.9,0,147,0,2040920,7000
"5038",6.4,0,690,1,4584,9000
"5043",6.6,16,163,0,85222,1100
